# cointelegraph_historical.tsv - Historical article data from Cointelegraph.com.
#
# This is a tab-separated value file (TSV). Format notes:
#
# - Ignore blank lines.
# - Ignore lines beginning with "#".
# - Columns are:
#    1. Article slug - replace ??? with www.cointelegraph.com/news/???.html for
#    the article URL.
#    2. Publish date - when the article was published
#
another-day-another-thousand-dollars-bitcoin-hits-15k	2017-12-07T12:39:00
another-first-sec-filed-emergency-order-to-freeze-assets-of-fraudulent-ico	2017-12-04T19:20:00
another-fud-string-to-jp-morgan-bow-governments-will-ban-bitcoin-mike-bell	2018-01-18T11:50:00
another-look-at-emercoin-blockchain-as-it-rides-higher-on-microsoft-azure-release	2016-07-03T12:00:00
another-traditional-investor-shuns-bitcoin-in-confusion	2017-08-16T18:14:00
another-trail-blazed-worlds-first-charitable-ethereum-based-dao-launched	2016-06-14T14:17:00
antbleed-debacle-sends-bitcoin-unlimited-up-almost-20-percent	2017-04-27T09:45:00
anthony-di-iorio-at-the-forefront-of-canadas-bitcoin-community	2014-08-18T18:57:00
anthony-di-iorio	2014-10-14T15:28:12
anthony-di-iorio-the-time-has-come-for-me-to-focus-on-my-businesses	2014-12-31T12:58:32
anticipated-bitcoin-projects	2016-01-25T15:45:00
antiwar-bitcoin-activism	2016-02-24T16:50:00
antonopoulos-bitcoin-will-have-hard-fork-eventually	2016-08-03T15:55:00
antonopoulos-on-asicboost-lets-turn-it-off	2017-04-24T11:45:00
antpool-asicboost-share-blame-for-bitcoin-network-delays	2017-08-25T14:51:00
antshares-partners-with-microsoft-to-digitalize-real-world-assets-with-blockchain	2016-08-31T16:29:00
anycoin-direct-makes-bitcoin-available-all-over-europe-in-under-5-minutes	2014-09-29T14:35:32
anything-but-bitcoin-unlimited-75-percent-of-experts-favor-segwit-survey-reveals	2017-03-30T15:15:00
a-pair-of-british-entrepreneurs-sold-50-luxury-flats-for-bitcoin-in-dubai	2018-02-11T16:30:00
a-platform-intends-to-become-the-only-application-you-need-for-crypto-trading	2018-02-08T17:30:00
a-platform-paves-new-way-of-making-investments-in-security-tokens	2018-02-06T11:50:00
app-android-ios-bitcoin-promotion	2016-01-30T11:29:00
apple-accepts-zcash-as-legitimate-cryptocurrency-now-available-on-ios	2017-04-14T17:35:00
apple-ceo-tim-cook-praises-encryption-makes-the-public-safe	2016-10-02T18:25:00
apple-co-founder-steve-wozniak-joins-next-gen-payment-startup-planet-capital	2015-04-30T20:45:22
apple-co-founder-steve-wozniak-took-interest-in-bitcoin-when-it-was-still-priced-at-700	2017-06-15T00:20:00
apple-has-siri-now-bitcoin-has-lola-the-french-bulldog	2016-10-21T13:40:00
apple-patent-filing-hints-at-blockchain-use	2017-12-09T14:37:00
apple-pay-becomes-double-pay-in-the-uk	2015-07-21T10:48:32
apple-pay-is-set-to-launch-in-china-to-contest-market-dominator-alipay	2016-02-17T19:37:00
apple_pulls_blockchain_info_wallet_app_bitcoin_community_responds	2014-02-07T11:27:00
apple-removes-fake-myetherwallet-which-hit-no-3-on-app-store	2017-12-13T00:27:00
apple-seeks-to-patent-p2p-payments-clearscore-makes-credit-scores-free-paypal-acquires-xoom-for-nearly-1b	2015-07-04T12:25:05
apple-sets-a-deadline-for-removing-dash-from-jaxx-wallet	2016-09-05T14:15:00
apples-market-cap-in-bitcoins-sights-ronnie-moas	2017-10-27T13:20:00
appropriately-regulated-crypto-can-trade-on-exchanges-russian-finance-ministry	2017-06-26T14:40:00
approved-bitcoin-debit-cards-hot-up-as-market-matures	2015-06-22T12:08:22
app-stores-of-future-will-be-based-on-blockchain-promote-transparency	2017-12-13T22:00:00
apr-30-digest-goldman-sachs-joins-us50m-investment-round-in-circle-fidor-to-open-in-uk	2015-04-30T12:45:31
aragon-partners-with-statusim-to-hook-23-bln-smartphone-users	2017-04-28T14:00:00
arcade-city-decentralized-blockchain-based-answer-to-uber	2016-01-20T17:42:00
arcade-city-ethereums-big-test-drive-to-kill-uber	2016-03-15T10:20:00
arcade-city-parts-ways-with-controversial-founder-raises-almost-620000	2016-11-15T16:30:00
archcoin	2015-05-23T12:43:00
archiveorg-secures-more-bch-than-btc-donations-in-2017	2017-12-04T08:54:00
arcoin	2014-08-09T00:23:00
ardor-new-competitor-to-ethereum-arises-amidst-reports-of-the-dao-attack	2016-06-24T16:33:00
are-bitcoin-libertarians-fuelling-the-trump-phenomenon	2016-11-07T10:04:00
are-bitcoin-tax-records-ever-optional-with-irs-expert-blog	2017-12-25T18:47:00
are-bitcoin-transactions-traceable	2016-03-23T16:30:00
are-boys-with-midas-touch-about-to-make-move-on-ico-market	2017-07-13T15:40:00
are-hardware-wallets-really-safe	2017-08-20T13:30:00
are-micropayments-a-viable-business-model	2016-04-12T10:05:00
are-millennials-all-that-keen-on-bitcoin	2017-10-12T16:25:00
are-the-dao-curators-masters-or-janitors	2016-06-12T12:46:00
are-we-owned-by-nsa-bitcoin-experts-discuss-how-to-evade-hardware-hacking	2015-04-17T07:57:45
are-worlds-elite-really-buying-into-ethereum	2017-07-03T09:21:00
are-your-chats-really-private-reasons-to-switch-to-blockchain-based-messenger	2017-06-21T14:55:00
argentina-based-notarization-platform-launches-public-beta-brings-bitcoin-to-legal-industry	2016-10-14T12:45:00
argentina-based-payment-operator-enbitcoins-expands-to-colombia	2016-01-20T14:53:00
argentina-jumps-on-bitcoin-atm-bandwagon-with-200-expected-in-october	2017-09-12T14:51:00
argentinas-biggest-futures-market-to-add-bitcoin	2017-11-04T08:25:00
argentinas-new-president-good-news-for-bitcoin-bad-news-for-inflation	2015-11-25T11:15:00
argentina-tops-list-of-countries-with-greatest-bitcoin-adoption-potential	2016-05-30T10:00:00
argentinean_central_bank_warns_against_using_bitcoin	2014-05-29T14:30:00
argentine-govts-ironic-bitcoin-tweet-belies-growing-ecosystem	2015-05-01T10:59:48
argentinian-organic-farmers-reach-out-to-bitcoin-for-help	2015-01-07T09:18:00
ari-paul-tuur-demeester-look-forward-to-up-to-1k-bitcoin-fees	2017-07-15T12:46:00
arizona-state-university-partners-with-dash-to-fund-research-scholarships	2018-01-19T00:07:00
arkansas-livestock-cooperative-planning-use-blockchain-technology-in-meat-products-monitoring	2017-08-07T07:40:00
arkansas-police-generates-its-own-cryptocurrency-to-track-child-porn	2017-10-31T11:05:00
arnhem-bitcoincity-enrolls-50th-merchant-to-accept-bitcoin	2015-02-02T15:36:00
around-4000-participants-attended-north-american-bitcoin-conference	2018-01-24T15:20:00
around-the-world-in-18-months-using-only-bitcoins-felix-weiss-big-adventure	2016-07-26T14:04:00
art-and-blockchain-revolution-in-art-collecting	2018-01-30T16:45:00
artemine-creates-major-technical-breakthrough-introduces-public-mining	2017-09-12T17:20:00
artem-tolkachev	2014-11-01T12:51:42
art-law-expert-the-blockchain-can-unlock-the-true-potential-of-digital-art	2015-05-07T10:44:00
a-russian-farmer-sows-his-own-currency-to-aid-rural-population	2015-06-29T17:03:00
as-bitcoin-altcoins-fall-coinbase-bows-out-due-to-technical-problems	2017-05-25T19:35:00
as-bitcoin-becomes-new-gold-ex-fed-chairman-calls-for-return-to-gold-standard	2017-02-22T17:37:00
as-bitcoin-mining-stabilizes-bitmain-announces-the-release-of-its-new-s9-asic-miner	2016-05-31T11:05:00
as-bitcoin-rejects-2mb-blocks-dash-prepares-to-implement-them	2017-11-11T14:30:00
as-blockchain-identity-becomes-real-2017-will-see-an-explosion-of-blockchain-profitability	2016-09-10T13:30:00
as-blockshow-europe-2017-approaches-more-conference-details-are-revealed	2017-01-26T14:10:00
as-businesses-in-india-come-to-a-halt-bitcoin-and-asiadigicoin-profit-from-demonetization	2016-12-07T12:14:00
as-china-plans-to-regulate-icos-blockchain-consortia-form-framework	2017-07-29T13:40:00
as-clinton-rejects-bitcoin-a-reddit-user-gives-001-btc-for-your-comment-if-trump-wins	2016-11-08T11:25:00
ascribe-bigchaindb-processing-oven-million-writes-per-sec	2016-03-02T11:00:00
ascribe-raises-2-million-in-seed-capital-onename-releases-api-to-the-world	2015-06-25T12:50:55
as-critical-elections-approach-african-youths-gaining-political-voice-through-blockchain	2018-01-04T09:20:00
as-ecb-embraces-blockchain-bank-of-england-chooses-wait-and-see-approach	2016-12-11T15:39:00
as-governments-across-the-globe-discover-blockchain-red-tape-hinders-progress	2016-09-14T09:12:00
ashley-madison-bitcoin-blackmail-reaps-profits-final-silk-road-btc-auction-likely-for-2015	2015-09-07T14:16:39
asian-blockchain-and-global-markets-need-for-bridge	2017-09-29T13:45:00
asias-fintech-race-trends-regulations-lessons-for-the-west	2017-02-12T15:57:00
asicboost-exploit-claims-put-bitmain-in-hot-water	2017-04-06T08:45:00
as-india-changes-cash-war-goal-posts-bitcoin-gets-blamed-for-capital-flight	2016-12-21T15:20:00
as-japan-bitcoin-exchanges-cancel-shutdowns-poloniex-leaves-all-options-open	2017-07-25T09:20:00
as-jp-morgan-ceo-slams-bitcoin-his-company-invites-tech-guru-to-explain-it-to-top-managers	2017-10-12T09:40:00
as-mainstream-adoption-grows-bitcoin-can-no-longer-be-stopped	2017-12-09T00:01:00
a-social-network-for-buyers-and-sellers-to-boost-international-trade-with-its-crypto-currency	2018-01-22T22:24:00
a-sociological-innovation-big-finance-advisors-preach-blockchain-at-t3-conference	2018-02-12T17:46:00
as-peoples-bank-of-china-sends-bitcoin-spiralling-down-the-centralization-era-comes-for-bitcoin	2017-01-16T16:41:00
as-russias-bitcoin-sites-fight-to-lift-ban-btcseccom-founder-expresses-cautious-optimism	2015-05-08T10:07:22
assange-wikileaks-members-under-threat-as-trump-changes-course	2017-04-21T12:28:00
as-sec-rejected-bitcoin-etf-bitcoin-price-rally-can-still-be-ahead	2017-03-11T10:34:00
asset-transfer-revolution-who-manages-the-bitcoin-blockchain-for-the-long-term	2016-09-07T12:50:00
association_president_and_litecoin_founder_pay_for_newbies_to_try_bitcoin	2014-06-03T15:44:54
a-startup-is-developing-software-to-control-devices-with-your-mind	2018-02-08T22:35:00
aston-company-called-for-ico-standardization-and-investors-responsibility	2017-12-21T17:46:00
as-uk-pound-continues-to-decline-bitcoin-volatility-gets-revaluated	2016-10-12T13:52:00
as-us-citizens-pay-47-bln-just-to-maintain-accounts-bitcoin-wallets-offer-alternative	2016-11-23T10:14:00
at-160-bln-bitcoins-market-cap-is-larger-than-that-of-once-worlds-largest-company	2017-12-03T12:05:00
a-tale-of-two-bitcoins-where-bitcoin-bitcoin-cash-are-headed	2017-11-13T02:43:00
a-tale-of-two-icos-how-maidsafe-tezos-endangered-own-projects-with-critical-mistakes	2017-09-08T14:10:00
a_tough_problem_presents_new_horizons_for_solutions	2013-11-21T19:05:00
audience-member-holds-buy-bitcoin-sign-during-yellen-testimony	2017-07-12T18:16:00
aug-21-digest-mark-karpeles-re-arrested-in-japan-world-wide-web-consortium-to-launch-web-payments-working-group	2015-08-21T13:45:23
aug-27-digest-patrick-byrne-brings-bitcoin-tech-to-wall-st-with-30m-deal	2015-08-27T13:02:18
augur-creates-first-contract-with-ethereum	2015-04-21T13:52:00
augur-prediction-market-clears-over-600000-in-crowdsale-already	2015-08-18T09:54:00
augur-releases-alpha-version-of-their-decentralized-prediction-market	2015-06-17T13:43:00
auroracoin-ads-hit-icelands-bus-stops-auroracoinkrona-exchange-coming-soon	2016-04-28T13:00:00
auroracoin-foundation-debuts-icelands-first-cryptocurrency-exchange	2016-05-05T17:25:00
auroracoin-makes-a-comeback-in-iceland-the-country-mired-in-financial-scandals	2016-03-31T14:15:00
auroracoin-sterlingcoin-scotcoin-national-cryptocurrencies-provide-alternative-to-central-banking	2016-04-09T17:00:00
auroracoin-sterlingcoin-scotcoin-national-cryptocurrencies-provide-alternative-to-central-banking	2016-04-09T17:00:00
australia-and-china-sign-agreement-for-financial-technology-cooperation	2017-11-08T10:15:00
australia-ends-double-taxation-of-bitcoin-cryptocurrencies	2017-09-20T13:00:00
australia-is-heading-towards-legalizing-bitcoin	2017-08-17T21:00:00
australian-banks-ride-the-blockchain-after-pushing-out-bitcoin-companies	2015-10-19T14:14:30
australian-bitcoin-startup-igot-launches-uaes-first-exchange	2014-08-31T10:45:41
Australian-Blockchain-Company-Uses-ICO,-Crypto-Tokens-for-P2P-Energy-Trading	2017-08-28T10:00:00
australian-exchange-cointree-adds-regular-bitcoin-purchases-feature	2016-01-21T13:10:00
australian-exchanges-now-required-to-register-with-aml-regulatory-body	2017-12-09T13:57:00
australian-government-moves-to-regulate-cryptocurrency-exchanges	2017-08-18T14:42:00
australian-move-to-legalize-bitcoin-attracts-gold-and-bullion-investor	2017-09-04T13:00:00
australians-can-now-send-bitcoin-directly-to-their-bank-accounts-or-anyone-elses	2015-06-15T13:45:30
australian-stock-exchange-will-become-worlds-first-to-adopt-blockchain	2017-12-08T03:30:00
australian-tech-billionaire-my-bitcoin-bet-is-paying-out-well	2017-05-02T09:06:00
australian-university-allows-students-to-earn-ethereum-from-campus-purchases	2017-10-20T01:54:00
australias-big-four-bank-anz-integrates-contactless-payment-feature	2015-06-12T14:24:00
australias-bitpos-and-anti-poaching-organization-team-up-for-btc-donations	2014-06-25T16:17:52
australia-seeks-to-expand-global-cash-ban-targeting-the-black-economy	2016-12-14T15:04:00
australias-securities-regulator-issues-formal-guidance-on-icos	2017-10-01T13:45:00
australias-tax-office-releases-bitcoin-guidelines	2014-08-20T11:02:30
australia-to-auction-1149-million-worth-of-bitcoins-confiscated-after-the-closure-of-silk-road	2016-05-31T14:15:00
australia-to-make-blockchain-voting-app-a-global-democratic-movement	2016-06-30T18:17:00
australia-will-recognize-bitcoin-as-money-and-protect-bitcoin-businesses-no-taxes	2017-05-11T16:25:00
austrias-energy-company-switch-first-to-take-bitcoin-payments	2017-07-13T11:35:00
author-of-down-the-deep-dark-web-silk-road-was-proof-of-concept	2016-08-20T15:10:00
author-of-locker-crypto-ransomware-decrypts-all-infected-files-and-apologizes	2015-06-03T19:15:01
author-walter-isaacson-bitcoin-would-revive-journalism-and-do-many-other-things	2014-12-17T13:26:00
automated-bot-to-alert-investors-about-changing-altcoin-prices	2017-06-20T14:33:00
avalon_refunding_customers_with_outstanding_orders	2013-09-10T12:10:00
avoiding-paralysis-comparative-analysis-of-community-governance-in-digital-currencies	2017-12-19T04:15:00
a_website_for_all_currencies_coinfinance_makes_its_debut	2014-05-07T21:21:05
axa-bank-considers-btc-for-remittance-market-bitcoin-groups-ipo-back-on-track	2015-09-08T12:46:00
backed-by-major-vc-firms-the-bitcoin-remittance-app-abra-is-set-to-launch-next-month	2017-01-18T18:21:00
backpagecom-ceo-carl-ferrer-arrested-charged-with-being-a-pimp	2016-10-07T12:50:00
backpagecom-sues-coercive-sheriff-who-halted-visa-mastercard-payments	2015-07-22T10:47:00
bad-rabbit-bitcoin-ransomware-misery-continues-as-hackers-demand-300-in-btc	2017-10-26T12:25:00
bahrain-is-eyeing-at-becoming-middle-east-pioneer-in-blockchain	2017-10-01T19:05:00
baidu_services_to_be_paid_by_bitcoins	2013-11-15T15:01:00
baidu-stops-all-bitcoin-related-advertising	2016-08-25T16:13:00
baltic-finance-ministries-decide-to-support-blockchain-technology-development	2017-11-14T12:05:00
baltimore_bar_beckons_bitcoin_beer_buyers	2013-12-13T11:37:00
ban-all-crypto-dealers-india-committee-reportedly-tells-government	2017-11-02T16:10:00
ban-bitcoin-says-nobel-prize-winner-while-ignoring-fang-losses	2017-11-30T10:05:00
banca-ditalia-vs-scriptural-euros-prelude-against-bitcoin	2017-07-25T19:15:00
banco-de-mexico-governor-bitcoin-is-commodity-rather-than-currency	2017-08-29T11:15:00
ban-complete-china-blocks-foreign-crypto-exchanges-to-counter-financial-risks	2018-02-05T11:47:00
bancor-an-innovative-token-sale	2017-06-12T13:53:00
bancor-releases-six-month-update	2017-12-13T00:49:00
banco-santander-rolls-out-blockchain-based-payments-application	2016-05-29T12:25:00
bankchain-sees-india-start-sharing-amlkyc-data	2017-05-30T09:59:00
bankers-continue-to-switch-to-crypto-as-wild-west-days-are-numbered	2017-07-26T14:05:00
banking-giants-start-to-use-blockchain-technology-to-backup-data-process-transactions	2017-06-17T17:10:00
banking-giant-ubs-ceo-says-blockchain-will-reshape-banking	2017-10-28T08:30:00
banking-meets-blockchain	2017-10-30T15:15:00
banking-on-trouble-whats-in-a-name	2014-12-16T21:41:00
bank-of-america-files-9-blockchain-based-patent-applications	2017-08-25T15:45:00
bank-of-america-files-patent-for-blockchain-based-processing-system	2017-10-21T11:40:00
bank-of-america-files-three-patents-for-distributed-ledger-technology	2017-08-01T15:20:00
bank-of-america-other-major-banks-facing-increasing-losses-from-legal-expenses	2014-11-09T20:50:42
bank-of-canada-consultant-proposes-bitcoin-based-financial-system	2017-08-17T21:00:00
bank-of-england-knocks-down-using-bitcoin-as-form-of-currency	2016-07-22T09:30:00
bank-of-england-says-digital-currency-is-harder-money-than-gold-nigerias-bank-calls-for-bitcoin-regulation	2015-08-20T14:14:45
bank-of-england-statement-on-future-digital-currency-and-blockchain-tech	2016-09-18T13:50:00
bank-of-england-to-launch-its-own-cryptocurrency	2016-03-15T09:00:00
bank-of-england-tougher-regs-for-worlds-leading-fintech-center-london	2017-01-27T15:10:00
bank-of-england-uk-should-ditch-fiat-for-digital-currencies	2015-10-07T18:17:45
bank-of-finland-researchers-praise-bitcoins-economic-system-as-revolutionary	2017-09-14T02:35:00
bank-of-france-governor-bitcoin-isnt-a-cryptocurrency	2017-12-01T18:19:00
bank-of-france-governor-warns-on-bitcoin-risks	2017-12-04T07:17:00
bank-of-indonesia-calls-bitcoin-digital-commodity-sealswithclubs-founder-set-for-court-appearance	2015-06-22T12:47:22
bank-of-namibia-rejects-bitcoin-exchanges-on-basis-of-50-year-old-law	2017-09-17T14:40:00
bank-of-russia-and-media-ministry-to-block-information-on-cryptocurrencies	2014-10-06T20:36:44
bank-of-tokyo-hitachi-team-up-for-singapore-blockchain-project-to-digitalize-banking	2016-09-02T12:45:00
bank-santander-weighs-up-bitcoins-impact-on-credit-cards	2016-09-09T18:20:00
banks-are-finally-openly-fighting-bitcoin-in-australia-and-usa	2016-01-10T09:59:00
banks-blockchain-race-bnp-paribas-sends-its-first-payments-from-germany-uk-netherlands	2016-12-22T12:10:00
banks-fintechs-must-collaborate-to-re-engineer-the-global-financial-services-industry	2015-06-16T12:36:39
banks-government-transition-to-crypto-step-by-step-approach-or-total-overhaul	2016-11-25T13:58:00
banks-need-hybrid-approach-to-blockchain-technology-ripples-marcus-treacher	2017-07-12T17:20:00
banks-of-future-will-face-digitally-empowered-customers-expert-blog	2017-12-30T02:15:00
banks-of-tomorrow-blockchain-would-save-them-12-bln-a-year	2017-01-21T09:15:00
banks-should-embrace-blockchain-not-oppose-it-matthias-klees	2017-02-04T09:29:00
banks-shun-bitcoin-in-hong-kong-businesses-seek-foreign-help	2017-11-20T11:46:00
banks-swift-server-hacked-highlighting-superiority-of-bitcoins-blockchain-approach	2016-04-26T14:38:00
ban-on-crypto-whitepaper-a-menace-to-blockchain-technology	2015-11-20T16:00:00
banxshares	2015-05-24T14:47:00
barclays-signs-proof-of-concept-with-safello-to-explore-blockchain-advantages	2015-06-22T17:36:52
barclays-talks-regulators-into-bringing-bitcoin-altcoins-into-financial-play	2017-06-27T11:10:00
barclays-to-enable-charitable-bitcoin-donations-btc-businesses-prepare-for-next-stress-test	2015-08-31T13:22:00
barclays-uses-blockchain-to-conduct-its-first-trade-finance-transaction	2016-09-09T14:40:00
barry-silbert-agreement-loses-support-as-surbtc-exchange-appeals-to-bitcoin-core-devs	2017-10-11T12:55:00
barry-silbert-confirms-bitcoin-investment-trust-launch-worlds-first-public-btc-fund	2015-03-27T10:54:12
barry-silbert-now-competes-with-winklevoss-twins-solidx-for-launching-first-bitcoin-etf-in-2017	2017-01-24T14:08:00
bats-objects-to-bitcoin-etf-ruling-plans-to-appeal-decision	2017-03-23T18:20:00
bbva-launching-blockchain-shipping-solution	2017-11-28T18:02:00
bch-surges-above-2000-following-bitpay-integration-announcement	2017-12-19T00:20:00
bear-in-blockchain-russias-frosty-attitudes-to-cryptocurrency-thawing	2016-11-17T17:06:00
bear-over-there-analyst-forecasts-perfect-bitcoin-buy-floor-at-3000	2017-09-13T14:40:00
bears-getting-their-jabs-in-during-bitcoin-downtime	2018-01-30T16:04:00
2018-02-04	19:00:00Tbecoming-a-blockchain-citizen
2015-05-17	10:28:00T2017-12-22 12:00:00
being-satoshi-nakamoto	2016-04-27T15:00:00
belarusian-president-alexander-lukashenko-to-sign-decree-legalizing-cryptocurrencies	2017-11-25T17:09:00
belaruss-30-tax-on-foreign-currency-could-force-bitcoin-to-take-root	2014-12-19T12:52:25
belarus-signs-super-liberal-blockchain-support-legislation	2017-12-12T16:00:00
belarus-stakes-on-blockchain-cryptocurrency-in-view-of-inviting-international-funds	2017-07-19T14:20:00
belfrics-to-launch-bitcoin-exchanges-across-africa	2017-07-31T16:30:00
belgian-police-arrest-two-unlicensed-bitcoin-exchange-operators	2017-08-06T15:00:00
believe-the-hype-blockchain-integration-sends-shares-soaring-again	2017-10-31T11:45:00
ben-doernberg-of-dogecoin-on-moolah-their-reputation-is-absolutely-destroyed	2014-10-17T09:30:40
ben-goertzel-on-how-blockchain-can-be-used-to-decentralize-artificial-intelligence	2017-10-20T17:06:00
ben-lawsky-to-launch-crypto-consultancy-firm-citi-jp-morgan-barclays-and-rbs-fined-56-billion	2015-05-21T12:44:16
beppe-grillos-bitcoin-blockchain-truth-or-joke	2016-12-30T15:40:00
berkeley-considers-launching-ico-to-fund-affordable-housing-fears-cuts-under-trump	2018-02-08T16:25:00
best-crypto-currency-startup-nominees-revealed-for-the-europas-awards	2015-05-20T13:22:11
best-ways-to-maximize-profits-while-bitcoin-price-marches-upward	2017-02-05T15:11:00
best-ways-to-secure-your-bitcoin-wallet-ct-tips	2016-06-05T15:20:00
beta-testing-over-kenyan-exchange-bitpesa-launches	2014-07-02T11:01:06
bet-on-sports-with-bitcoin-and-get-10-in-betvip-cointelegraph-giveaway	2015-03-25T19:58:41
better-safe-than-sorry-simple-effective-ways-to-secure-your-cryptocoins	2017-04-27T18:45:00
between-bitcoin-bulls-and-bears-an-academic-weighs-in	2017-11-30T16:21:00
beware-10000-bitcoin-bubble-breadwallet-releases-diagnostic-guide	2017-05-12T17:15:00
beware-facebook-decentralised-social-network-is-approaching	2016-08-22T16:00:00
beyond-bitcoin-how-stable-are-alternative-cryptocurrencies	2016-05-17T11:55:00
beyond-bitcoin-south-korea-can-launch-national-digital-currency	2016-11-01T13:25:00
beyond_currency_bitcoin_as_a_disruptive_technology	2014-04-28T12:34:44
be_your_own_bank_hot_cold_bitcoin_wallet	2014-04-24T01:48:39
big-banks-scrambled-to-jump-on-r3-will-they-scramble-to-get-out-now	2016-11-25T16:55:00
big-banks-want-to-destroy-bitcoin-before-it-destroys-them	2017-09-15T14:20:00
big-boys-club-b3i-starts-testing-blockchain-catastrophe-contracts	2017-10-02T15:20:00
big-boys-club-the-tale-of-blockchain-reinsurance-b3i-and-dispute-of-911-aircraft	2017-02-06T16:55:00
big-business-booming-with-blockchain-interest	2017-07-31T17:14:14
bigcommerce_pairs_up_with_bips_to_open_new_perspectives	2013-10-22T14:10:00
big-differences-between-gold-and-bitcoin-according-to-world-gold-counci	2018-01-30T16:10:00
big-fish-entering-bitcoin-waters-all-eyes-on-december-10-and-18	2017-12-06T10:22:00
big-four-accountancy-firm-pwc-now-accepts-bitcoin-payments	2017-12-02T00:12:00
biggest-ever-ico-jackpot-netted-by-ethereum-based-aragon-despite-bad-actor	2017-12-10T21:55:00
biggest-russian-bank-to-replace-3000-employees-with-robot-lawyer	2017-01-20T14:28:00
big-investors-big-success-whats-next-for-bancor-project	2017-06-14T14:35:00
big-investors-coming-a-new-decentralized-exchange-makes-plans-to-lure-them-all	2018-01-31T18:41:00
big-mining-pools-oppose-bitcoin-xt-fork-tor-vulnerability-suspends-btc-black-market-operations	2015-08-26T12:49:27
big_names_weigh_in_on_bitcoin	2013-09-26T12:10:00
big-prize-for-bitcoin-enthusiast-students-from-the-bank-of-england	2015-12-01T09:00:00
big-things-in-squares-bitcoin-future-credit-suisse	2017-11-21T12:15:00
bill-clinton-receives-his-first-bitcoin	2016-04-29T16:24:00
billionaire-carl-icahn-doesnt-get-bitcoin-sees-a-bubble	2017-12-01T11:02:00
billionaire-fortress-investor-cryptocurrencies-will-be-worth-5-trillion-by-2022	2017-06-29T16:55:00
billionaire-howard-marks-no-reason-why-bitcoin-cant-serve-as-currency	2017-09-09T10:30:00
billionaire-investor-believes-bitcoin-will-reach-10000-by-end-of-year	2017-11-22T02:00:00
billionaire-investor-holds-10-percent-of-his-life-savings-in-bitcoin-predicts-price-to-hit-2000	2017-04-21T12:41:00
billionaire-investor-novogratz-institutional-investors-will-soon-adopt-bitcoin	2017-11-14T16:20:00
billionaire-investor-sets-example-investing-in-altcoin-ico	2017-05-08T12:55:00
billionaire-investor-warns-bitcoin-is-pyramid-scheme	2017-07-27T14:10:00
billionaire-investor-warren-buffett-says-leading-cryptocurrency-bitcoin-in-bubble-territory	2017-10-27T18:05:00
bill-melinda-gates-foundation-promotes-bitcoin-in-kenya	2015-07-15T16:03:47
bill-miller-has-30-stake-in-bitcoin-sees-adoption-as-key-to-success	2017-10-29T14:01:00
billy-drapers-investment-tips-cryptocurrencies-icos-bubbles-ct-exclusive	2017-05-29T19:20:00
binance-addresses-concerns-over-chinas-ico-ban	2017-09-06T23:20:00
binance-bitfinex-bittrex-temporarily-say-no-to-new-users	2018-01-08T00:25:00
binance-exchange-halts-trading-withdrawals-over-server-issue-assures-no-hack	2018-02-08T14:40:00
binance-refutes-accusations-of-hack-with-the-power-of-blockchain	2018-02-08T21:46:00
binance-vs-mcafee-hack-rumors-refuted-cryptocurrency-trading-resumed	2018-02-11T15:05:00
bip-91-lockin-leads-bitcoin-higher-despite-weekend-worries	2017-07-23T11:34:00
bipcoin-cryptonote-based-coin-debuts-gui-wallet-before-monero	2016-11-02T09:55:00
bipcoin-to-provide-censorship-proof-dns-succeed-where-namecoin-failed	2016-12-23T14:00:00
bips_attacked_1_million_dollars_missing	2013-11-25T15:30:00
birdman-producer-plans-moviecoin	2017-11-19T19:05:00
bitbay-brings-ethereum-to-poland	2016-04-25T15:10:00
bitbonds-radoslav-albrecht-getting-a-marketplace-off-the-ground-is-always-hard	2014-08-26T14:07:35
bitcache-creator-kim-dotcom-offers-employment-to-blockchain-gods	2017-08-31T11:40:00
bitcart-ditches-bitcoin-for-dash-user-uptake-soars	2017-06-06T15:40:00
bitclub-is-accused-by-bitcoin-unlimited-supporters-in-performing-malleability-attack-on-network	2017-03-11T10:07:00
bitcoin-0130-may-change-bitcoin-forever	2016-08-30T13:00:00
bitcoin-101-understanding-the-real-value-of-the-blockchain	2014-11-01T15:32:00
bitcoin-101-what-is-a-fork-and-how-does-it-work	2015-09-15T19:18:00
bitcoin_2014_con_in_amsterdam_first_day_report	2014-05-17T11:14:52
bitcoin2014_in_amsterdam_second_day_report	2014-05-19T12:36:31
bitcoin-400000-says-investing-guru-mark-yusko	2017-11-11T16:10:00
bitcoin-4600-50-dominance-forks-leave-altcoins-no-room-for-moon	2017-10-09T09:55:00
bitcoin-78-mln-ransom-demand-hits-indias-it-giant	2017-05-08T13:30:00
bitcoin-800-price-alert-as-pro-eu-italian-prime-minister-resigns-after-referendum	2016-12-05T10:23:00
bitcoin-9-top-altcoins-capture-90-crypto-market-share-with-150-bln-cap	2017-10-13T12:15:00
bitcoin-above-all-first-p2p-transaction-in-space	2016-09-17T10:55:00
bitcoin-acceptance-depends-largely-on-cryptocurrency-education	2016-11-29T16:32:00
bitcoin-acceptance-highest-in-turkey-says-ing-survey	2015-04-20T14:49:18
bitcoin-accepted-here-where-to-spend-your-btc	2017-07-26T19:35:00
bitcoin-account-holder-loses-100k-over-public-wireless-network	2017-11-24T10:46:00
